0|6
1|4
2|1
3|4
4|4
5|2
6|7
7|1
8|1
9|0
10|8
11|3
12|9
13|8
14|5
15|7
16|7
17|8
18|8
19|2
20|7
21|0
22|3
23|9
24|4
25|5
26|4
27|5
28|2
29|6
30|5
31|9
32|7
33|8
34|1
35|6
36|2
37|0
38|8
39|3
40|4
41|2
42|5
43|3
44|2
45|9
46|7
47|8
48|1
49|9
50|7
51|7
52|4
53|6
54|7
55|1
56|1
57|3
58|4
59|1
60|7
61|0
62|6
63|5
64|1
65|9
66|8
67|4
68|5
69|7
70|5
71|8
72|2
73|6
74|5
75|5
76|1
77|4
78|4
79|2
80|9
81|6
82|3
83|0
84|7
85|3
86|8
87|2
88|3
89|6
90|0
91|0
92|7
93|8
94|6
95|0
96|9
97|9
98|1
99|6
